US Census 2019 Estimated Population Density in Persons Per Square Mile,,
Data Source: U.S. Bureau of the Census( http://census.gov ),,
Tue Apr 07 19:48:22 2020,,
State,Area,Density_persons_per_square_mile
Virginia,Fairfax city,3938.14
Virginia,Fairfax,2943.13
Virginia,Falls Church city,7205.85
Virginia,Fauquier,109.06
Virginia,Floyd,41.47
Virginia,Fluvanna,93.28
Virginia,Franklin city,967.75
Virginia,Franklin,81.37
Virginia,Frederick,213.85
Virginia,Fredericksburg city,2788.90
Virginia,Galax city,779.49
Virginia,Giles,47.15
Virginia,Gloucester,171.48
Virginia,Goochland,82.83
Virginia,Grayson,35.38
Virginia,Greene,126.85
Virginia,Greensville,39.38
Virginia,Halifax,41.73
Virginia,Hampton city,2610.05
Virginia,Hanover,229.20
Virginia,Harrisonburg city,3116.09
Virginia,Henrico,1409.03
Virginia,Henry,133.26
Virginia,Highland,5.32
Virginia,Hopewell city,2183.19
Virginia,Isle of Wight,117.06
Virginia,James City,536.61
Virginia,King and Queen,22.34
Virginia,King George,147.94
Virginia,King William,61.84
Virginia,Lancaster,80.89
Virginia,Lee,54.07
Virginia,Lexington city,2854.40
Virginia,Loudoun,788.82
Virginia,Louisa,74.13
Virginia,Lunenburg,28.00
Virginia,Lynchburg city,1677.07
Virginia,Madison,41.46
Virginia,Manassas city,4227.51
Virginia,Manassas Park city,6840.71
Virginia,Martinsville city,1177.19
Virginia,Mathews,102.46
Virginia,Mecklenburg,49.02
Virginia,Middlesex,82.63
Virginia,Montgomery,255.88
Virginia,Nelson,31.52
Virginia,New Kent,106.60
Virginia,Newport News city,2589.16
Virginia,Norfolk city,4581.01
Virginia,Northampton,55.43
Virginia,Northumberland,63.45
Virginia,Norton city,530.48
Virginia,Nottoway,49.05
Virginia,Orange,107.43
Virginia,Page,77.20
Virginia,Patrick,36.59
Virginia,Petersburg city,1389.39
Virginia,Pittsylvania,62.90
Virginia,Poquoson city,792.59
Virginia,Portsmouth city,2841.80
Virginia,Powhatan,112.17
Virginia,Prince Edward,65.58
Virginia,Prince George,143.52
Virginia,Prince William,1393.93
Virginia,Pulaski,106.51
Virginia,Radford city,1894.52
Virginia,Rappahannock,27.23
Virginia,Richmond city,3818.14
Virginia,Richmond,47.20
Virginia,Roanoke city,2349.95
Virginia,Roanoke,375.48
Virginia,Rockbridge,38.14
Virginia,Rockingham,95.60
Virginia,Russell,56.49
Virginia,Salem city,1766.05
Virginia,Scott,40.19
Virginia,Shenandoah,85.61
Virginia,Smyth,67.51
Virginia,Southampton,29.35
Virginia,Spotsylvania,334.34
Virginia,Stafford,557.04
Virginia,Staunton city,1251.10
Virginia,Suffolk city,228.45
Virginia,Surry,23.21
Virginia,Sussex,22.92
Virginia,Tazewell,78.75
Virginia,Virginia Beach city,1839.61
Virginia,Warren,186.47
Virginia,Washington,96.95
Virginia,Waynesboro city,1511.56
Virginia,Westmoreland,77.75
Virginia,Williamsburg city,1666.22
Virginia,Winchester city,3058.54
Virginia,Wise,94.22
Virginia,Wythe,62.25
Virginia,York,648.56
Washington,Adams,10.26
Washington,Asotin,35.55
Washington,Benton,118.74
Washington,Chelan,26.37
Washington,Clallam,44.14
Washington,Clark,766.70
Washington,Columbia,4.67
Washington,Cowlitz,95.50
Washington,Douglas,23.58
Washington,Ferry,3.47
Washington,Franklin,75.99
Washington,Garfield,3.16
Washington,Grant,36.32
Washington,Grays Harbor,38.87
Washington,Island,405.06
Washington,Jefferson,17.59
Washington,King,1055.73
Washington,Kitsap,682.83
Washington,Kittitas,20.62
Washington,Klickitat,11.81
Washington,Lewis,33.13
Washington,Lincoln,4.65
Washington,Mason,68.27
Washington,Okanogan,8.00
Washington,Pacific,23.60
Washington,Pend Oreille,9.71
Washington,Pierce,534.34
Washington,San Juan,98.49
Washington,Skagit,74.10
Washington,Skamania,7.19
Washington,Snohomish,390.56
Washington,Spokane,291.76
Washington,Stevens,18.27
Washington,Thurston,396.43
Washington,Wahkiakum,16.83
Washington,Walla Walla,47.97
Washington,Whatcom,107.07
Washington,Whitman,23.06
Washington,Yakima,58.55
West Virginia,Barbour,48.48
West Virginia,Berkeley,364.70
West Virginia,Boone,43.77
West Virginia,Braxton,27.59
West Virginia,Brooke,248.91
West Virginia,Cabell,331.73
West Virginia,Calhoun,25.98
West Virginia,Clay,25.24
West Virginia,Doddridge,26.29
West Virginia,Fayette,65.02
West Virginia,Gilmer,23.71
West Virginia,Grant,24.35
West Virginia,Greenbrier,34.11
West Virginia,Hampshire,36.46
West Virginia,Hancock,352.18
West Virginia,Hardy,23.66
West Virginia,Harrison,162.39
West Virginia,Jackson,61.82
West Virginia,Jefferson,271.43
West Virginia,Kanawha,200.14
West Virginia,Lewis,41.41
West Virginia,Lincoln,47.13
West Virginia,Logan,71.86
West Virginia,Marion,181.69
West Virginia,Marshall,100.79
West Virginia,Mason,62.02
West Virginia,McDowell,34.16
West Virginia,Mercer,141.14
West Virginia,Mineral,82.17
West Virginia,Mingo,56.21
West Virginia,Monongalia,295.54
West Virginia,Monroe,28.09
West Virginia,Morgan,77.65
West Virginia,Nicholas,38.40
West Virginia,Ohio,394.55
West Virginia,Pendleton,10.05
West Virginia,Pleasants,57.69
West Virginia,Pocahontas,8.95
West Virginia,Preston,52.16
West Virginia,Putnam,163.97
West Virginia,Raleigh,122.66
West Virginia,Randolph,27.72
West Virginia,Ritchie,21.51
West Virginia,Roane,28.81
West Virginia,Summers,35.39
West Virginia,Taylor,97.60
West Virginia,Tucker,16.60
West Virginia,Tyler,34.12
West Virginia,Upshur,68.84
West Virginia,Wayne,78.94
West Virginia,Webster,14.97
West Virginia,Wetzel,42.65
West Virginia,Wirt,25.07
West Virginia,Wood,229.74
West Virginia,Wyoming,41.62
Wisconsin,Adams,31.52
Wisconsin,Ashland,14.93
Wisconsin,Barron,52.33
Wisconsin,Bayfield,10.18
Wisconsin,Brown,496.86
Wisconsin,Buffalo,19.42
Wisconsin,Burnett,18.74
Wisconsin,Calumet,157.59
Wisconsin,Chippewa,63.60
Wisconsin,Clark,28.69
Wisconsin,Columbia,74.92
Wisconsin,Crawford,28.55
Wisconsin,Dane,453.30
Wisconsin,Dodge,100.32
Wisconsin,Door,57.29
Wisconsin,Douglas,33.13
Wisconsin,Dunn,53.09
Wisconsin,Eau Claire,163.87
Wisconsin,Florence,8.85
Wisconsin,Fond du Lac,143.23
Wisconsin,Forest,8.86
Wisconsin,Grant,44.95
Wisconsin,Green,63.23
Wisconsin,Green Lake,54.12
Wisconsin,Iowa,31.17
Wisconsin,Iron,7.49
Wisconsin,Jackson,20.73
Wisconsin,Jefferson,152.97
Wisconsin,Juneau,34.70
Wisconsin,Kenosha,622.73
Wisconsin,Kewaunee,59.52
Wisconsin,La Crosse,261.70
Wisconsin,Lafayette,26.30
Wisconsin,Langlade,22.13
Wisconsin,Lincoln,31.51
Wisconsin,Manitowoc,134.18
Wisconsin,Marathon,87.65
Wisconsin,Marinette,28.89
Wisconsin,Marquette,33.87
Wisconsin,Menominee,13.03
Wisconsin,Milwaukee,3926.62
Wisconsin,Monroe,51.12
Wisconsin,Oconto,37.93
Wisconsin,Oneida,31.84
Wisconsin,Outagamie,293.87
Wisconsin,Ozaukee,382.57
Wisconsin,Pepin,31.42
Wisconsin,Pierce,74.14
Wisconsin,Polk,47.68
Wisconsin,Portage,88.58
Wisconsin,Price,10.68
Wisconsin,Racine,591.07
Wisconsin,Richland,29.65
Wisconsin,Rock,227.15
Wisconsin,Rusk,15.49
Wisconsin,Sauk,77.27
Wisconsin,Sawyer,13.11
Wisconsin,Shawano,45.67
Wisconsin,Sheboygan,225.71
Wisconsin,St. Croix,124.15
Wisconsin,Taylor,20.93
Wisconsin,Trempealeau,40.17
Wisconsin,Vernon,38.89
Wisconsin,Vilas,25.58
Wisconsin,Walworth,186.74
Wisconsin,Washburn,19.92
Wisconsin,Washington,315.10
Wisconsin,Waukesha,733.23
Wisconsin,Waupaca,68.38
Wisconsin,Waushara,38.75
Wisconsin,Winnebago,393.42
Wisconsin,Wood,92.12
Wyoming,Albany,9.03
Wyoming,Big Horn,3.79
Wyoming,Campbell,9.61
Wyoming,Carbon,1.90
Wyoming,Converse,3.21
Wyoming,Crook,2.61
Wyoming,Fremont,4.30
Wyoming,Goshen,6.01
Wyoming,Hot Springs,2.27
Wyoming,Johnson,2.04
Wyoming,Laramie,36.85
Wyoming,Lincoln,4.77
Wyoming,Natrona,14.81
Wyoming,Niobrara,0.91
Wyoming,Park,4.23
Wyoming,Platte,4.12
Wyoming,Sheridan,11.98
Wyoming,Sublette,2.01
Wyoming,Sweetwater,4.13
Wyoming,Teton,5.77
Wyoming,Uinta,9.75
Wyoming,Washakie,3.52
Wyoming,Weston,2.91
